Title,Title,Category,Price,Instructor,Rating,Learners,Duration_Hours,Difficulty
Online Course,Coursera,copy-of-fpga-intro,Free / Paid,Industry Expert,4.8,226200,27,Intermediate
Online Course,Coursera,copy-of-gemini-in-google-drive-fr,Free / Paid,Meta AI,3.7,97655,5,Beginner
English and Academic Preparation - Grad Track,Coursera,copy-of-glasscock,Free / Paid,Meta AI,4.541666667,24,56,Advanced
DevOps and Jenkins Fundamentals,Coursera,copy-of-jenkins-from-zero-to-hero,Free / Paid,Industry Expert,3.558823529,34,11,Intermediate
Online Course,Coursera,copy-of-packt-interactive-ui-ux-components-and-advanced-javascript-876uj,Free / Paid,Microsoft Learn,4.7,121312,36,Advanced
Online Course,Coursera,copy-of-responsible-ai-applying-ai-principles-with-gc-uk,Free / Paid,University Faculty,4.8,419300,49,Advanced
Copyright for Educators & Librarians,Coursera,copyright-for-education,Free / Paid,Industry Expert,4.793495935,615,32,Advanced
Copyright for Multimedia,Coursera,copyright-for-multimedia,Free / Paid,Google Cloud,4.615560641,437,25,Intermediate
Copyright Law,Coursera,copyright-law,Free / Paid,University Faculty,4.812820513,390,46,Advanced
Copyright Law in the Music Business,Coursera,copyright-law-music-business,Free / Paid,University Faculty,4.830985915,710,5,Beginner
Online Course,Coursera,core-change-principles,Free / Paid,IBM Team,4.2,202984,53,Advanced
Online Course,Coursera,core-clinical-skills-checklist-nursing-students,Free / Paid,Microsoft Learn,4.6,387085,26,Intermediate
Online Course,Coursera,core-concepts-in-ai,Free / Paid,Meta AI,4.5,280684,50,Advanced
Core Java - Advanced Fundamentals,Coursera,core-java-advanced-fundamentals,Free / Paid,Google Cloud,4.916666667,12,31,Advanced
Core Java - Design Patterns,Coursera,core-java-design-patterns,Free / Paid,Meta AI,4.727272727,33,11,Intermediate
Core Java - Foundations,Coursera,core-java-foundations,Free / Paid,Jose Portilla,4.441176471,34,31,Advanced
Core Java - Multithreading and Classes,Coursera,core-java-multithreading-and-classes,Free / Paid,Industry Expert,4.75,12,25,Intermediate
Online Course,Coursera,core-project-management-process,Free / Paid,Jose Portilla,4,170958,44,Advanced
Online Course,Coursera,core-sales-operations-and-performance,Free / Paid,DeepLearning.AI,3.6,423835,35,Advanced
Online Course,Coursera,core-sales-techniques-and-customer-engagement,Free / Paid,Industry Expert,4.3,335720,34,Advanced
Core 1: Hardware and Network Troubleshooting,Coursera,core1-hardware-and-network-troubleshooting,Free / Paid,Google Cloud,4.601036269,193,57,Advanced
Online Course,Coursera,core2-os-software-security-and-operational-procedures,Free / Paid,University Faculty,3.9,88582,49,Advanced
Corporate Sustainability. Understanding and Seizing the Strategic Opportunity ,Coursera,corp-sustainability,Free / Paid,Andrew Ng,4.630411827,947,43,Advanced
Corporate & Commercial Law I: Contracts & Employment Law,Coursera,corporate-commercial-law-part1,Free / Paid,Industry Expert,4.807004471,1342,34,Advanced
"Corporate & Commercial Law II: Business Forms, Financing & Governmental Regulation",Coursera,corporate-commercial-law-part2,Free / Paid,Industry Expert,4.851662404,391,22,Intermediate
Building the Business Model for Corporate Entrepreneurs,Coursera,corporate-entrepreneurs-business-model,Free / Paid,University Faculty,4.604938272,81,38,Advanced
Financing and Profiting from Innovation for Corporate Entrepreneurs,Coursera,corporate-entrepreneurs-financing,Free / Paid,Industry Expert,4.565217391,46,23,Intermediate
Online Course,Coursera,corporate-entrepreneurs-innovation-strategy,Free / Paid,Google Cloud,3.5,11503,35,Advanced
Online Course,Coursera,corporate-entrepreneurs-opportunity,Free / Paid,Industry Expert,3.8,147900,29,Intermediate
Online Course,Coursera,corporate-entrepreneurship,Free / Paid,Industry Expert,4.1,468422,40,Advanced
Master Class for Corporate Entrepreneurs,Coursera,corporate-entrepreneurship-project,Free / Paid,Industry Expert,4.795275591,127,59,Advanced
Corporate Finance Essentials,Coursera,corporate-finance-essentials,Free / Paid,Jose Portilla,4.817039654,2547,5,Beginner
Corporate Finance Essentials II,Coursera,corporate-finance-essentials-ii,Free / Paid,Jose Portilla,4.8,120,30,Intermediate
Corporate Finance Fundamentals,Coursera,corporate-finance-fundamentals,Free / Paid,Microsoft Learn,4.75,188,27,Intermediate
Online Course,Coursera,corporate-finance-know-your-numbers-2,Free / Paid,Industry Expert,4.5,163738,47,Advanced
Corporate Finance I: Measuring and Promoting Value Creation,Coursera,corporate-finance-measure-success,Free / Paid,Meta AI,4.741880342,1170,35,Advanced
Corporate Finance II: Financing Investments and Managing Risk,Coursera,corporate-finance-two,Free / Paid,Google Cloud,4.804298643,884,48,Advanced
Online Course,Coursera,corporate-foresight,Free / Paid,Andrew Ng,3.6,380533,7,Beginner
"Corporate Fraud: Detect, Prevent & Implement Controls",Coursera,corporate-fraud-detect-prevent-implement-controls,Free / Paid,Meta AI,4.461538462,13,48,Advanced
Corporate Governance,Coursera,corporate-governance-1,Free / Paid,University Faculty,4.66440678,295,55,Advanced
Corporate governance. Mitos y realidades,Coursera,corporate-governance-mitos-realidades,Free / Paid,DeepLearning.AI,4.547244094,254,56,Advanced
Corporate Governance in US & UK: Principles & Compliance,Coursera,corporate-governance-us-uk-principles-compliance,Free / Paid,Jose Portilla,4.833333333,18,23,Intermediate
Online Course,Coursera,corporate-strategy,Free / Paid,Microsoft Learn,4.3,255936,26,Intermediate
Corporate Valuation - DCF and Relative Valuation,Coursera,corporate-valuation-dcf-and-relative-valuation,Free / Paid,Industry Expert,5,13,5,Beginner
Corporate Strategy ,Coursera,corporatestrategy,Free / Paid,Industry Expert,4.816181689,2818,53,Advanced
Online Course,Coursera,correccin-de-color-en-davinci-resolve,Free / Paid,DeepLearning.AI,4,132635,58,Advanced
Online Course,Coursera,correccin-de-color-en-davinci-resolve-practico,Free / Paid,Jose Portilla,5,67547,36,Advanced
Online Course,Coursera,correccion-estilo-variaciones,Free / Paid,Meta AI,3.6,416094,50,Advanced
Protecting the World: Introducing Corrosion Science and Engineering,Coursera,corrosion,Free / Paid,University Faculty,4.647739222,951,16,Intermediate
Cortex-M Software Development Fundamentals,Coursera,cortex-m-software-development-fundamentals,Free / Paid,DeepLearning.AI,4.514285714,35,45,Advanced
Cosmetic Formulation Science,Coursera,cosmetic-formulation-science,Free / Paid,Meta AI,4.75,124,28,Intermediate
Cosmetic Product Development,Coursera,cosmetic-product-development,Free / Paid,University Faculty,4.732394366,71,34,Advanced
Cosmetologia: PrÃ¡tica de ManipulaÃ§Ã£o de CosmÃ©ticos,Coursera,cosmeticos,Free / Paid,DeepLearning.AI,4.806763285,207,16,Intermediate
Cosmetologia em prol do envelhecimento com saÃºde e beleza,Coursera,cosmetologia,Free / Paid,University Faculty,4.843220339,236,46,Advanced
Cost Accounting: Decision Making,Coursera,cost-accounting-decision-making,Free / Paid,University Faculty,4.805084746,118,52,Advanced
Cost Accounting: Profit and Loss Calculation,Coursera,cost-accounting-profit-and-loss-calculation,Free / Paid,University Faculty,4.682352941,85,51,Advanced
Online Course,Coursera,cost-of-capital,Free / Paid,Google Cloud,4.3,87671,55,Advanced
Costos para los Negocios,Coursera,costosparanegocios,Free / Paid,DeepLearning.AI,4.864401077,2972,53,Advanced
Environmental Protection and Sustainability,Coursera,course-3-environmental-protection-and-sustainability,Free / Paid,Meta AI,4.859649123,57,44,Advanced
Science Matters: Let's Talk About COVID-19,Coursera,covid-19,Free / Paid,Microsoft Learn,4.171171171,222,33,Advanced
COVID-19 Contact Tracing,Coursera,covid-19-contact-tracing,Free / Paid,University Faculty,4.862046884,95257,9,Beginner
Online Course,Coursera,covid-19-esp,Free / Paid,Industry Expert,3.8,10002,21,Intermediate
Online Course,Coursera,covid-19-genome-annotation,Free / Paid,Google Cloud,4.6,124194,25,Intermediate
Online Course,Coursera,covid-19-genome-assembly,Free / Paid,Andrew Ng,4.5,28913,44,Advanced
Online Course,Coursera,covid-19-recherche-contacts,Free / Paid,Microsoft Learn,4.3,90688,13,Intermediate
Online Course,Coursera,covid-19-training-healthcare,Free / Paid,IBM Team,3.7,496446,40,Advanced
COVID-19: What You Need to Know,Coursera,covid-19-what-you-need-to-know,Free / Paid,Meta AI,4.808806818,7040,36,Advanced
Online Course,Coursera,covid-19lectureseries,Free / Paid,Google Cloud,4,334901,16,Intermediate
Online Course,Coursera,covid-uncovered,Free / Paid,Industry Expert,3.8,422407,48,Advanced
COVID Vaccine Ambassador Training: How to Talk to Parents  ,Coursera,covid-vaccine-ambassador,Free / Paid,Jose Portilla,4.860596293,1241,46,Advanced
Online Course,Coursera,covid-vaccine-ambassador-spanish,Free / Paid,Industry Expert,3.8,325717,21,Intermediate
Online Course,Coursera,covid19clinicalupdate,Free / Paid,Meta AI,3.7,302027,48,Advanced
Online Course,Coursera,cpanel-advanced-configure-secure-optimize,Free / Paid,Andrew Ng,3.6,455346,5,Beginner
Online Course,Coursera,cpanel-basics-configure-manage-optimize,Free / Paid,Industry Expert,3.6,266246,29,Intermediate
Online Course,Coursera,cpanel-configure-manage-optimize-websites,Free / Paid,Google Cloud,4.2,75745,43,Advanced
Introduction to Object-Oriented Programming in C++,Coursera,cplusplus-crypto-i,Free / Paid,IBM Team,4.668539326,178,36,Advanced
C++ Programming: Classes and Data,Coursera,cplusplus-crypto-ii,Free / Paid,Andrew Ng,4.78125,64,38,Advanced
Online Course,Coursera,cplusplus-crypto-iii,Free / Paid,Jose Portilla,4.5,396155,50,Advanced
Working with Objects in C++,Coursera,cplusplus-crypto-iv,Free / Paid,IBM Team,4.606060606,33,51,Advanced
Use C++ to build a Crypto Trading Platform: Final System,Coursera,cplusplus-crypto-v,Free / Paid,DeepLearning.AI,4.68,25,22,Intermediate
"C++ Basic Structures: Vectors, Pointers, Strings, and Files",Coursera,cpp-basic-structures-vectors-pointers-strings-and-files,Free / Paid,Industry Expert,4.659574468,235,49,Advanced
C++ç¨åºè®¾è®¡,Coursera,cpp-chengxu-sheji,Free / Paid,DeepLearning.AI,4.739237392,813,35,Advanced
C++ Class Development,Coursera,cpp-class-development,Free / Paid,University Faculty,4.833333333,18,54,Advanced
Online Course,Coursera,cpp-object-basics,Free / Paid,IBM Team,4.1,412840,7,Beginner
Online Course,Coursera,cps-design-for-mechatronics-healthcare-ev--robotics,Free / Paid,DeepLearning.AI,4,309790,13,Intermediate
Online Course,Coursera,cps-solution-for-industries,Free / Paid,Meta AI,4.1,464643,30,Intermediate
Online Course,Coursera,cpsc-6300-applied-data-science,Free / Paid,DeepLearning.AI,4.8,168560,56,Advanced
Database Management Systems,Coursera,cpsc-6620-database-management-systems,Free / Paid,Industry Expert,4.428571429,35,31,Advanced
Design and Analysis of Algorithms,Coursera,cpsc-8400-design-and-analysis-of-algorithms,Free / Paid,IBM Team,4.272727273,33,54,Advanced
Online Course,Coursera,cpsc-8740-ai-receptive-software-development,Free / Paid,Jose Portilla,3.6,220861,39,Advanced
Creative Writing: The Craft of Character,Coursera,craft-of-character,Free / Paid,Andrew Ng,4.532241556,1954,21,Intermediate
Creative Writing: The Craft of Plot,Coursera,craft-of-plot,Free / Paid,Microsoft Learn,4.681240064,5032,33,Advanced
Creative Writing: The Craft of Setting and Description,Coursera,craft-of-setting-and-description,Free / Paid,Jose Portilla,4.707889126,1407,36,Advanced
Creative Writing: The Craft of Style,Coursera,craft-of-style,Free / Paid,Andrew Ng,4.7275,1200,33,Advanced
Online Course,Coursera,crafting-a-competitive-advantage,Free / Paid,Jose Portilla,3.9,143094,11,Intermediate
Online Course,Coursera,crafting-ai-identities-strategies--ethical-considerations,Free / Paid,Google Cloud,4.4,321083,6,Beginner
"Crafting Business Presentations, Proposals, Crisis Comms",Coursera,crafting-business-presentations-proposals-crisis-comms,Free / Paid,Microsoft Learn,4.9375,16,44,Advanced
Online Course,Coursera,crafting-effective-user-stories-in-agile-excellence,Free / Paid,Industry Expert,3.5,85626,17,Intermediate
Online Course,Coursera,crafting-user-interface---end-to-end-web-development,Free / Paid,Andrew Ng,3.8,453180,49,Advanced
Online Course,Coursera,craniosacral-therapy-essentials-theory-and-application,Free / Paid,Microsoft Learn,4.5,34563,60,Advanced
Online Course,Coursera,crash-course-in-causality,Free / Paid,Meta AI,3.9,403438,49,Advanced
Online Course,Coursera,crea-apps-basadas-en-ia-generativa-en-google-cloud,Free / Paid,University Faculty,4.1,493655,42,Advanced
Online Course,Coursera,crea-embeddings-bsqueda-de-vectores-y-rag-con-bigquery,Free / Paid,Meta AI,4.5,81246,10,Beginner
Online Course,Coursera,crea-videos-atractivos-con-google-vids-es,Free / Paid,Meta AI,4.4,270876,7,Beginner
Online Course,Coursera,creacionbits,Free / Paid,Jose Portilla,4.5,442357,6,Beginner
Online Course,Coursera,creando-proyectos-xr-y-metaversos,Free / Paid,Meta AI,4.8,110566,26,Intermediate
Online Course,Coursera,crear-esquemas-de-pagina-prototipos-de-baja-fidelidad,Free / Paid,DeepLearning.AI,4.2,202660,38,Advanced
Online Course,Coursera,crear-prototipos-y-disenos-de-alta-fidelidad-en-figma,Free / Paid,Jose Portilla,4.3,110172,37,Advanced
Online Course,Coursera,create-a-professional-online-presence,Free / Paid,Jose Portilla,4.2,21438,59,Advanced
Online Course,Coursera,create-amazing-macros-in-affinity-photo,Free / Paid,Microsoft Learn,4.2,411682,22,Intermediate
Online Course,Coursera,create-and-publish-content-for-your-audience-with-ai,Free / Paid,Microsoft Learn,4.6,449506,26,Intermediate
Online Course,Coursera,create-animate-3d-broadcast-graphics-cinema-4d,Free / Paid,Industry Expert,3.5,377602,22,Intermediate
Online Course,Coursera,create-compelling-business-cases,Free / Paid,Jose Portilla,3.7,496059,42,Advanced
Online Course,Coursera,create-embeddings-vector-search-and-rag-with-bigquery,Free / Paid,Industry Expert,3.9,321242,7,Beginner
Online Course,Coursera,create-embeddings-vector-search-and-rag-with-bigquery-ja,Free / Paid,Google Cloud,5,358727,46,Advanced
Online Course,Coursera,create-embeddings-vector-search-and-rag-with-bigquery-ko,Free / Paid,IBM Team,3.9,207161,21,Intermediate
Online Course,Coursera,create-embeddings-vector-search-and-rag-with-bigquery-ptbr,Free / Paid,Industry Expert,4.8,61928,8,Beginner
Online Course,Coursera,create-embeddings-vector-search-and-rag-with-bigquery-zhcn,Free / Paid,Google Cloud,4.4,390705,41,Advanced
Online Course,Coursera,create-embeddings-vector-search-and-rag-with-bigquery-zhtw,Free / Paid,Andrew Ng,4.2,19723,6,Beginner
Create Engaging Video with Google Vids,Coursera,create-engaging-video-with-google-vids,Free / Paid,DeepLearning.AI,4.367647059,68,24,Intermediate
Online Course,Coursera,create-engaging-video-with-google-vids-de,Free / Paid,DeepLearning.AI,4.7,320825,35,Advanced
Online Course,Coursera,create-engaging-video-with-google-vids-fr,Free / Paid,Google Cloud,4.8,264642,31,Advanced
Online Course,Coursera,create-engaging-video-with-google-vids-ko,Free / Paid,University Faculty,4.5,189701,30,Intermediate
Online Course,Coursera,create-engaging-video-with-google-vids-ptbr,Free / Paid,DeepLearning.AI,4.3,75377,57,Advanced
Online Course,Coursera,create-engaging-video-with-google-vids-zhtw,Free / Paid,Jose Portilla,4.1,196057,47,Advanced
Online Course,Coursera,create-generative-ai-apps-on-google-cloud,Free / Paid,University Faculty,4.8,133500,15,Intermediate
Online Course,Coursera,create-generative-ai-apps-on-google-cloud-fr,Free / Paid,Andrew Ng,3.5,465512,7,Beginner
Online Course,Coursera,create-generative-ai-apps-on-google-cloud-ko,Free / Paid,University Faculty,4.7,451322,18,Intermediate
Online Course,Coursera,create-generative-ai-apps-on-google-cloud-ptbr,Free / Paid,University Faculty,4.8,11931,15,Intermediate
Online Course,Coursera,create-generative-ai-apps-on-google-cloud-zhcn,Free / Paid,Meta AI,4,58511,35,Advanced
Online Course,Coursera,create-high-fidelity-designs-and-prototypes-in-figma-arabic,Free / Paid,Meta AI,4.4,51724,45,Advanced
Create Image Captioning Models,Coursera,create-image-captioning-models,Free / Paid,Industry Expert,4.65625,32,51,Advanced
Online Course,Coursera,create-image-captioning-models---bahasa-indonesia,Free / Paid,Google Cloud,3.7,97228,37,Advanced
Online Course,Coursera,create-image-captioning-models---espaol,Free / Paid,Microsoft Learn,3.9,381661,13,Intermediate
Online Course,Coursera,create-image-captioning-models--ko,Free / Paid,University Faculty,3.7,84333,37,Advanced
Online Course,Coursera,create-image-captioning-models--portugues-brasileiro,Free / Paid,Meta AI,3.7,401822,11,Intermediate
Online Course,Coursera,create-image-captioning-models-deutsch,Free / Paid,Jose Portilla,4.5,224397,46,Advanced
Online Course,Coursera,create-image-captioning-models-francais,Free / Paid,IBM Team,3.8,202813,39,Advanced
Online Course,Coursera,create-image-captioning-models-he,Free / Paid,DeepLearning.AI,4.8,41073,30,Intermediate
Online Course,Coursera,create-image-captioning-models-italiano,Free / Paid,Google Cloud,4.3,198345,25,Intermediate
Online Course,Coursera,create-image-captioning-models-ja,Free / Paid,Google Cloud,4.4,158586,60,Advanced
Online Course,Coursera,create-image-captioning-models-zhcn,Free / Paid,IBM Team,3.7,456577,33,Advanced
Online Course,Coursera,create-image-captioning-models-zhtw,Free / Paid,IBM Team,3.6,280873,60,Advanced
Create Machine Learning Models in Microsoft Azure,Coursera,create-machine-learning-models-in-microsoft-azure,Free / Paid,Andrew Ng,4.527950311,322,53,Advanced
Online Course,Coursera,create-program-changes-with-power-skills--digital-enablers,Free / Paid,Jose Portilla,4,38347,51,Advanced
"Create Serverless Applications					",Coursera,create-serverless-applications,Free / Paid,IBM Team,4.439393939,132,49,Advanced
Create the User Interface in Android Studio,Coursera,create-the-user-interface-android-studio,Free / Paid,Google Cloud,4.605263158,152,11,Intermediate
Create the User Interface with SwiftUI,Coursera,create-the-user-interface-with-swiftui,Free / Paid,Industry Expert,4.652542373,118,43,Advanced
"Create video, audio and infographics for online learning ",Coursera,create-video-audio-and-infographics-for-online-learning,Free / Paid,Microsoft Learn,4.769230769,104,31,Advanced
Ø¹ÙÙ Ø®Ø·Ø© ÙØ­ØªÙÙ Ø¨Ø§ÙØ°ÙØ§Ø¡ Ø§ÙØ§ØµØ·ÙØ§Ø¹Ù: CanvaØ ChatGPTØ ÙBlueWillow,Coursera,creating-a-content-plan-using-artificial-intelligence,Free / Paid,Google Cloud,4.569767442,172,48,Advanced
Creating a Healthy Culture: Addressing Workplace Bullying,Coursera,creating-a-healthy-culture-addressing-workplace-bullying,Free / Paid,Andrew Ng,4.789473684,19,9,Beginner
Creating a Technology Startup Company,Coursera,creating-a-technology-startup-company,Free / Paid,Industry Expert,4.727272727,11,33,Advanced
Creating an Engaging Candidate Experience,Coursera,creating-an-engaging-candidate-experience,Free / Paid,IBM Team,4.454545455,11,52,Advanced
Online Course,Coursera,creating-basic-web-layouts,Free / Paid,Jose Portilla,3.9,302862,23,Intermediate
Creating Change through Social Entrepreneurship,Coursera,creating-change-through-social-entrepreneurship,Free / Paid,IBM Team,4.856321839,174,9,Beginner
Online Course,Coursera,creating-engaging-content-for-facebook,Free / Paid,University Faculty,4.3,296795,32,Advanced
Creating Engaging Content for Instagram,Coursera,creating-engaging-content-for-instagram,Free / Paid,University Faculty,4.230769231,26,15,Intermediate
Online Course,Coursera,creating-engaging-content-for-tiktok,Free / Paid,Jose Portilla,3.9,484371,21,Intermediate
Online Course,Coursera,creating-engaging-content-for-youtube,Free / Paid,Microsoft Learn,3.9,122395,34,Advanced
Online Course,Coursera,creating-ev-charging-hubs-innovative-design,Free / Paid,Jose Portilla,4.5,260976,51,Advanced
Online Course,Coursera,creating-global-brands,Free / Paid,University Faculty,4,411506,27,Intermediate
Online Course,Coursera,creating-impactful-data-visualizations-with-generative-ai,Free / Paid,Google Cloud,4.2,48333,51,Advanced
Creating Infographics with GenAI for Marketing,Coursera,creating-infographics-with-genai-for-marketing,Free / Paid,University Faculty,4.458333333,24,22,Intermediate
Online Course,Coursera,creating-responsive-websites-for-any-device,Free / Paid,Microsoft Learn,4.3,370610,15,Intermediate
Online Course,Coursera,creating-service-innovation-culture-in-public-sector,Free / Paid,DeepLearning.AI,3.8,404605,25,Intermediate
Online Course,Coursera,creatingethicalmediaandjournalism,Free / Paid,IBM Team,3.9,153915,57,Advanced
Online Course,Coursera,creative-ai-images,Free / Paid,Jose Portilla,4.1,400622,41,Advanced
Online Course,Coursera,creative-ai-intro,Free / Paid,Jose Portilla,4.2,394918,10,Beginner
Online Course,Coursera,creative-ai-sound,Free / Paid,Meta AI,4.9,350193,59,Advanced
Online Course,Coursera,creative-ai-text,Free / Paid,Google Cloud,3.6,47359,27,Intermediate
Online Course,Coursera,creative-coding-for-designers-using-python,Free / Paid,Industry Expert,4.8,3165,15,Intermediate
"Creative Design, Prototyping, and Testing",Coursera,creative-design-prototyping-testing,Free / Paid,University Faculty,4.222222222,99,6,Beginner
Creative Designing in Power BI ,Coursera,creative-designing-in-power-bi,Free / Paid,Microsoft Learn,4.466472303,343,47,Advanced
Online Course,Coursera,creative-enterprises,Free / Paid,IBM Team,3.6,283537,32,Advanced
Online Course,Coursera,creative-gradients-and-color-effects,Free / Paid,Industry Expert,4.1,232699,27,Intermediate
Online Course,Coursera,creative-nonfiction-write-truth-with-style,Free / Paid,DeepLearning.AI,4.1,65179,12,Intermediate
Online Course,Coursera,creative-personal-writing-write-the-real-you,Free / Paid,Andrew Ng,4.5,107812,10,Beginner
Creative Problem Solving,Coursera,creative-problem-solving,Free / Paid,Google Cloud,4.408940397,2416,51,Advanced
Ø­Ù Ø§ÙÙØ´ÙÙØ§Øª Ø¨Ø·Ø±ÙÙØ© Ø¥Ø¨Ø¯Ø§Ø¹ÙØ© | Creative Problem Solving,Coursera,creative-problem-solving-,Free / Paid,Industry Expert,4.774038462,208,55,Advanced
Online Course,Coursera,creative-process-and-project-design-with-illustrator,Free / Paid,Meta AI,3.9,50104,50,Advanced
Creative Thinking and Innovation,Coursera,creative-thinking-and-innovation,Free / Paid,University Faculty,4.631578947,38,14,Intermediate
Creative Thinking: Techniques and Tools for Success,Coursera,creative-thinking-techniques-and-tools-for-success,Free / Paid,Jose Portilla,4.654602063,5139,14,Intermediate
Online Course,Coursera,creative-writing-crafting-personal-essays-with-impact,Free / Paid,IBM Team,4.4,335619,52,Advanced
Online Course,Coursera,creativethinking,Free / Paid,Jose Portilla,4.3,155567,39,Advanced
Ser mÃ¡s creativos,Coursera,creatividad,Free / Paid,IBM Team,4.720979444,3308,15,Intermediate
Creatividad computacional,Coursera,creatividad-computacional,Free / Paid,Jose Portilla,4.642857143,14,34,Advanced
Online Course,Coursera,creatividad-en-la-bandeja-de-entrada-marketing-por-correo-electronico,Free / Paid,Andrew Ng,3.7,466541,40,Advanced
Online Course,Coursera,creatividad-proyecto-final,Free / Paid,Meta AI,3.9,61296,36,Advanced
Creativity And Entrepreneurship ,Coursera,creativity-entrepreneurship,Free / Paid,DeepLearning.AI,4.67989418,378,11,Intermediate
Online Course,Coursera,creativity-in-business,Free / Paid,Jose Portilla,4.6,219010,18,Intermediate
"Creativity, Innovation and Transformation",Coursera,creativity-innovation,Free / Paid,University Faculty,4.521536671,859,45,Advanced
Creativity Toolkit I: Changing Perspectives,Coursera,creativity-toolkit-1,Free / Paid,Google Cloud,4.775038521,649,48,Advanced
Creativity Toolkit II: Creative Collaboration,Coursera,creativity-toolkit-2,Free / Paid,Andrew Ng,4.756097561,410,24,Intermediate
Online Course,Coursera,crecimiento-exponencial-lideres-empresas,Free / Paid,IBM Team,4.8,290553,34,Advanced
Online Course,Coursera,credenciales-alternativas,Free / Paid,Andrew Ng,4.5,296384,41,Advanced
Online Course,Coursera,credential-access-discovery-lateral-movement--collection,Free / Paid,Meta AI,5,372048,45,Advanced
Online Course,Coursera,credit-analysis-in-action-economic-and-industry-essentials,Free / Paid,IBM Team,4.3,374992,9,Beginner
Online Course,Coursera,credit-analysis-portfolio-management--regulations,Free / Paid,Industry Expert,3.6,289589,48,Advanced
Online Course,Coursera,credit-default-prediction-python-apply-analyze,Free / Paid,DeepLearning.AI,4.8,31157,17,Intermediate
Online Course,Coursera,credit-derivatives-analyze-price-apply,Free / Paid,DeepLearning.AI,4.9,284940,29,Intermediate
Online Course,Coursera,credit-research-ratings-analyze-assess-risk,Free / Paid,DeepLearning.AI,4.2,347596,9,Beginner
Online Course,Coursera,credit-risk-analysis-and-underwriting,Free / Paid,University Faculty,4.5,434776,52,Advanced
Credit Risk Management: Frameworks and Strategies,Coursera,credit-risk-management,Free / Paid,University Faculty,4.687793427,426,23,Intermediate
Credit Risk Modeling,Coursera,credit-risk-modeling,Free / Paid,Jose Portilla,4.928571429,14,39,Advanced
Credit Risk Modeling & its Application in Banks,Coursera,credit-risk-modeling--its-application-in-banks,Free / Paid,Meta AI,4.928571429,14,43,Advanced
"Raising Capital: Credit Tech, Coin Offerings, and Crowdfunding",Coursera,credit-tech,Free / Paid,IBM Team,4.708737864,309,21,Intermediate
CrÃ©dito y cobranza,Coursera,credito,Free / Paid,Google Cloud,4.743119266,109,60,Advanced
Online Course,Coursera,creer-des-conceptions-et-des-prototypes-haute-fidelite-dans-figma,Free / Paid,Industry Expert,4.8,445829,45,Advanced
Online Course,Coursera,crer-des-embotements-recherches-vectorielles-et-des-rag-es,Free / Paid,Microsoft Learn,4.7,195666,26,Intermediate
CriaÃ§Ã£o de Startups: Como desenvolver negÃ³cios inovadores,Coursera,criacao-startups,Free / Paid,IBM Team,4.765472313,614,51,Advanced
Online Course,Coursera,criar-designs-e-prototipos-de-alta-fidelidade-no-figma,Free / Paid,Industry Expert,4.9,410889,12,Intermediate
Online Course,Coursera,criar-wireframes-e-prototipos-de-baixa-fidelidade,Free / Paid,University Faculty,4.4,138738,31,Advanced
Online Course,Coursera,criatividade-e-inovacao-organizacional,Free / Paid,Microsoft Learn,4,38058,35,Advanced
Online Course,Coursera,criptomonedas,Free / Paid,Industry Expert,3.9,353092,39,Advanced
Crisis Communications ,Coursera,crisis-communications,Free / Paid,Andrew Ng,4.68115942,69,27,Intermediate
Online Course,Coursera,crisis-management,Free / Paid,Microsoft Learn,4,236718,29,Intermediate
Online Course,Coursera,crisis-management-and-crisis-communication-consulting,Free / Paid,IBM Team,4.8,341665,27,Intermediate
Online Course,Coursera,criterios-asg,Free / Paid,DeepLearning.AI,4.4,26348,32,Advanced
Critical Perspectives on Management,Coursera,critical-management,Free / Paid,Jose Portilla,4.776357827,313,60,Advanced
Online Course,Coursera,critical-reading-and-writing-skills-with-genai,Free / Paid,Meta AI,4.8,275468,47,Advanced
Reasoning Across the Disciplines,Coursera,critical-reasoning,Free / Paid,Jose Portilla,4.361111111,72,58,Advanced
Online Course,Coursera,critical-thinking-1,Free / Paid,Jose Portilla,4.4,437737,31,Advanced
Critical Thinking for Better Decisions in the ChatGPT Era,Coursera,critical-thinking-decisions,Free / Paid,Meta AI,4.666666667,108,38,Advanced
Think Critically: Deductive Reasoning and Mental Models,Coursera,critical-thinking-deductive,Free / Paid,Jose Portilla,4.789473684,38,6,Beginner
Online Course,Coursera,critical-thinking-for-decision-making,Free / Paid,Industry Expert,4.4,361465,34,Advanced
Critical Thinking & Logic: Real-World Skills,Coursera,critical-thinking-logic,Free / Paid,Microsoft Learn,4.837837838,37,39,Advanced
Online Course,Coursera,critical-thinking-problem-solving,Free / Paid,Meta AI,3.7,130978,25,Intermediate
Critical thinking: reasoned decision making,Coursera,critical-thinking-reasoned-decision-making,Free / Paid,Industry Expert,4.654205607,107,39,Advanced
Rethinking Logic: Surprising Science of Critical Thinking,Coursera,critical-thinking-science,Free / Paid,Meta AI,4.844444444,45,16,Intermediate
Critical Thinking Skills for University Success,Coursera,critical-thinking-skills,Free / Paid,DeepLearning.AI,4.828382838,1212,6,Beginner
Online Course,Coursera,critical-thinking-skills-ar,Free / Paid,Industry Expert,3.7,219419,19,Intermediate
Critical Thinking Skills for the Professional,Coursera,critical-thinking-skills-for-professionals,Free / Paid,Andrew Ng,4.789019608,1275,57,Advanced
